University,Department,Overall_Pay,LW_Ratio,Academic_Year,Program_Year,12_M_Gross_Pay,9_M_Gross_Pay,3_M_Gross_Pay,Fees
Massachusetts Institute of Technology (MIT),Management/PhD,48324,1.73,2021-2022,2nd,48324,,,
Massachusetts Institute of Technology (MIT),electrical,3000,0.11,2021-2022,1st,3000,,,
Massachusetts Institute of Technology (MIT),Computational and Systems Biology,41488,1.49,2021-2022,2nd,41856,,,368
Massachusetts Institute of Technology (MIT),Urban Studies and Planning,40700,1.46,2021-2022,1st,41000,,,300
Massachusetts Institute of Technology (MIT),Aero/Astro,41856,1.5,2021-2022,4th,41856,,,
Massachusetts Institute of Technology (MIT),Linguistics,41760,1.5,2021-2022,5th,41760,,,
Massachusetts Institute of Technology (MIT),Mechanical Engineering,11000,0.39,2022-2023,6th and up,53000,,,42000
Massachusetts Institute of Technology (MIT),Chemical Engineering,44632,1.6,2021-2022,1st,45000,,,368
Massachusetts Institute of Technology (MIT),Economics,35816,1.28,2021-2022,1st,,36000,,184
Massachusetts Institute of Technology (MIT),Math,43200,1.55,2021-2022,3rd,43200,,,
Massachusetts Institute of Technology (MIT),AeroAstro ,41856,1.5,2020-2021,4th,41856,,,
Massachusetts Institute of Technology (MIT),Economics,42000,1.5,2021-2022,1st,,37000,5000,
Massachusetts Institute of Technology (MIT),Urban Studies and Planning,36190,1.3,2020-2021,2nd,36190,,,
Massachusetts Institute of Technology (MIT),Economics,39000,1.4,2021-2022,1st,39000,,,
Massachusetts Institute of Technology (MIT),,37000,1.32,2020-2021,,37000,,,
Massachusetts Institute of Technology (MIT),Political Science,36500,1.31,2020-2021,1st,,30000,6500,
Massachusetts Institute of Technology (MIT),management,47000,1.68,2020-2021,,47000,,,
Massachusetts Institute of Technology (MIT),EECS,3500,0.13,2020-2021,1st,3500,,,
Massachusetts Institute of Technology (MIT),EECS,3500,0.13,2020-2021,1st,3500,,,
Massachusetts Institute of Technology (MIT),Department of Urban Studies and Planning,40560,1.45,2020-2021,2nd,40560,,,
Massachusetts Institute of Technology (MIT),Computer science,,0,2020-2021,6th and up,,,,
Massachusetts Institute of Technology (MIT),Chemical ,100000,3.58,2022-2023,6th and up,,,,100000
Massachusetts Institute of Technology (MIT),Chemical ,100000,3.58,2022-2023,6th and up,,,,100000
Massachusetts Institute of Technology (MIT),Brain and Cognitive Science,41368,1.48,2020-2021,2nd,41628,,,260
Massachusetts Institute of Technology (MIT),Biology,40416,1.45,2020-2021,1st,40416,,,
Massachusetts Institute of Technology (MIT),Linguistics,40536,1.45,2020-2021,4th,40536,,,
Massachusetts Institute of Technology (MIT),Chemical Engineering,43380,1.55,2020-2021,3rd,43380,,,
Massachusetts Institute of Technology (MIT),Mechanical,36984,1.32,2020-2021,1st,36984,,,
Massachusetts Institute of Technology (MIT),Physics ,41156,1.47,2020-2021,2nd,41496,,,340
Massachusetts Institute of Technology (MIT),Urban Studies and Planning,33000,1.18,2020-2021,1st,,33000,,
Massachusetts Institute of Technology (MIT),Physics,41133,1.47,2020-2021,5th,41501,,,368
Massachusetts Institute of Technology (MIT),,40000,1.43,2019-2020,1st,40000,,,
Massachusetts Institute of Technology (MIT),Sloan,45000,1.61,2020-2021,1st,45000,,,
Massachusetts Institute of Technology (MIT),Brain and Cognitive Sciences,40051,1.43,2018-2019,3rd,40391,,,340
Massachusetts Institute of Technology (MIT),Media Arts and Sciences,38484,1.38,2018-2019,3rd,38484,,,
Massachusetts Institute of Technology (MIT),Computational Biology,39680,1.42,2019-2020,2nd,39975,,,295
Massachusetts Institute of Technology (MIT),Urban Studies and Planning,24500,0.88,2018-2019,2nd,,28000,,3500
Massachusetts Institute of Technology (MIT),Political Science,27840,1,2019-2020,2nd,,28000,,160
Massachusetts Institute of Technology (MIT),Biology,39070,1.4,2018-2019,3rd,39410,,,340
Massachusetts Institute of Technology (MIT),Physics,39991,1.43,2019-2020,2nd,40331,,,340
Massachusetts Institute of Technology (MIT),Electrical Engineering and Computer Science,43150,1.55,2019-2020,4th,43320,,,170
Massachusetts Institute of Technology (MIT),Computer Science,40885,1.46,2019-2020,2nd,41000,,,115
Massachusetts Institute of Technology (MIT),AeroAstro,35988,1.29,2019-2020,2nd,35988,,,
Massachusetts Institute of Technology (MIT),Biology,37800,1.35,2019-2020,6th and up,38000,,,200
Massachusetts Institute of Technology (MIT),Health sciences and technology ,42000,1.5,2018-2019,1st,42000,,,
Massachusetts Institute of Technology (MIT),Chemistry,39056,1.4,2018-2019,3rd,39396,,,340
Massachusetts Institute of Technology (MIT),Physics,53000,1.9,2019-2020,2nd,55000,,,2000
Massachusetts Institute of Technology (MIT),computer science,60000,2.15,2018-2019,3rd,100000,,,40000
Massachusetts Institute of Technology (MIT),Mechanical Engineering,39396,1.41,2019-2020,1st,39396,,,
Massachusetts Institute of Technology (MIT),IDSS/Social and Engineering Systems,42700,1.53,2018-2019,3rd,43000,,,300
Massachusetts Institute of Technology (MIT),management ,43000,1.54,2019-2020,1st,43000,,,
Massachusetts Institute of Technology (MIT),EECS,41700,1.49,2019-2020,1st,42000,,,300
Massachusetts Institute of Technology (MIT),Chemistry ,3025,0.11,2018-2019,1st,3200,,,175
Massachusetts Institute of Technology (MIT),Aeronautics and Astronautics,2999,0.11,2019-2020,1st,2999,,,
Massachusetts Institute of Technology (MIT),Sloan School of Management,43220,1.55,2019-2020,1st,43560,,,340
Massachusetts Institute of Technology (MIT),Department of Urban Studies and Planning,27889,1,2019-2020,1st,,28269,,380
Massachusetts Institute of Technology (MIT),Earth Atmospheric and Planetary Sciences,39000,1.4,2018-2019,1st,39000,,,
Massachusetts Institute of Technology (MIT),Mechanical Engineering,39346,1.41,2019-2020,4th,39516,,,170
Massachusetts Institute of Technology (MIT),Physics,40331,1.44,2019-2020,4th,40331,,,
Massachusetts Institute of Technology (MIT),EECS,41000,1.47,2019-2020,1st,41000,,,
Massachusetts Institute of Technology (MIT),Brain and Cognitive Science,38242,1.37,2018-2019,1st,38242,,,
Massachusetts Institute of Technology (MIT),political science ,35000,1.25,2019-2020,1st,,29000,6000,
Massachusetts Institute of Technology (MIT),History/Anthro/Science Technology and Society,34368,1.23,2017-2018,1st,,28242,6276,150
Massachusetts Institute of Technology (MIT),Oceanography,38144,1.37,2018-2019,1st,38144,,,
Massachusetts Institute of Technology (MIT),Media Lab,2464,0.09,2018-2019,2nd,2720,,,256
Massachusetts Institute of Technology (MIT),Economics ,40000,1.43,2019-2020,1st,,40000,,
Massachusetts Institute of Technology (MIT),Economics ,40000,1.43,2019-2020,1st,,40000,,
Massachusetts Institute of Technology (MIT),Economics ,40000,1.43,2019-2020,1st,,40000,,
Massachusetts Institute of Technology (MIT),Linguistics,35000,1.25,2019-2020,1st,35000,,,
Massachusetts Institute of Technology (MIT),Media Lab,40728,1.46,2018-2019,1st,40728,,,
Massachusetts Institute of Technology (MIT),Physics,38844,1.39,2018-2019,3rd,39156,,,312
Massachusetts Institute of Technology (MIT),Sloan School of Management,3400,0.12,2018-2019,2nd,3400,,,
Massachusetts Institute of Technology (MIT),,3400,0.12,2018-2019,,3400,,,
Massachusetts Institute of Technology (MIT),Electrical Engineering and Computer Science,41910,1.5,2018-2019,1st,42066,,,156
Massachusetts Institute of Technology (MIT),Physics,3250,0.12,2017-2018,1st,3250,,,
Massachusetts Institute of Technology (MIT),electrical engineering and computer science,39600,1.42,2017-2018,1st,39600,,,
Massachusetts Institute of Technology (MIT),Urban Studies & Planning,37680,1.35,2017-2018,1st,37680,,,
Massachusetts Institute of Technology (MIT),Civil Environmental Engineering (CEE),43700,1.56,2016-2017,1st,43700,,,
Massachusetts Institute of Technology (MIT),,33700,1.21,2016-2017,,34000,,,300
Massachusetts Institute of Technology (MIT),,36000,1.29,2016-2017,1st,39000,,,3000
Massachusetts Institute of Technology (MIT),,36895,1.32,2017-2018,1st,37000,,,105
Massachusetts Institute of Technology (MIT),,36000,1.29,2017-2018,1st,36000,,,
Massachusetts Institute of Technology (MIT),Chemical engineering,40300,1.44,2016-2017,1st,40300,,,
Massachusetts Institute of Technology (MIT),Materials Science and Engineering,35420,1.27,2016-2017,5th,35700,,,280
Massachusetts Institute of Technology (MIT),Chemistry ,37000,1.32,2016-2017,1st,37000,,,
Massachusetts Institute of Technology (MIT),LINGUISTICS,34034,1.22,2017-2018,1st,,27846,6188,
Massachusetts Institute of Technology (MIT),Mechanical Engineering,37000,1.32,2016-2017,3rd,,33000,7000,3000
Massachusetts Institute of Technology (MIT),Mechanical Engineering,32460,1.16,2016-2017,1st,32616,,,156
Massachusetts Institute of Technology (MIT),Chemical Engineering,37900,1.36,2016-2017,4th,38220,,,320
Massachusetts Institute of Technology (MIT),education,50000,1.79,2016-2017,5th,50000,,,
Massachusetts Institute of Technology (MIT),aeroastro,15000,0.54,2016-2017,1st,30000,,,45000
Massachusetts Institute of Technology (MIT),Biology,36000,1.29,2016-2017,2nd,36000,,,
Massachusetts Institute of Technology (MIT),Chemical engineering,37020,1.33,2016-2017,3rd,37020,,,
Massachusetts Institute of Technology (MIT),operations resesarch,24480,0.88,2016-2017,1st,,24480,,
Massachusetts Institute of Technology (MIT),operations resesarch,2718,0.1,2016-2017,1st,,2718,,
Massachusetts Institute of Technology (MIT),Brain and Cognitive Science,34500,1.24,2016-2017,1st,34500,,,
Massachusetts Institute of Technology (MIT),Political Science,30668,1.1,2016-2017,1st,,25668,5000,
Massachusetts Institute of Technology (MIT),Chemistry,35760,1.28,2016-2017,1st,35760,,,
Massachusetts Institute of Technology (MIT),Philosophy,28740,1.03,2016-2017,1st,28740,,,
Massachusetts Institute of Technology (MIT),Linguistics,28740,1.03,2016-2017,1st,,25866,2874,
Massachusetts Institute of Technology (MIT),HASTS,25866,0.93,2016-2017,1st,,25866,,
Massachusetts Institute of Technology (MIT),MechE,33973,1.22,2016-2017,5th,33973,,,
Massachusetts Institute of Technology (MIT),Nuclear Science and Engineering,31512,1.13,2015-2016,1st,31512,,,
Massachusetts Institute of Technology (MIT),,31512,1.13,2015-2016,1st,31512,,,
Massachusetts Institute of Technology (MIT),Electrical engineering and computer science ,34184,1.22,2015-2016,1st,34488,,,304
Massachusetts Institute of Technology (MIT),Environmental,73344,2.63,2015-2016,1st,5622,,,78966
Massachusetts Institute of Technology (MIT),Computing,,0,2014-2015,,25000,,,25000
Massachusetts Institute of Technology (MIT),Media Lav,1500,0.05,2015-2016,1st,1500,,,
Massachusetts Institute of Technology (MIT),Operations Research Center,34448,1.23,2015-2016,1st,34448,,,
Massachusetts Institute of Technology (MIT),Chemistry,2691,0.11,2014-2015,1st,2691,,,
Massachusetts Institute of Technology (MIT),Materials Science & Engineering,30413,1.19,2013-2014,3rd,30413,,,
Massachusetts Institute of Technology (MIT),Electrical Engineering and Computer Science,32952,1.29,2014-2015,6th and up,33252,,,300
Massachusetts Institute of Technology (MIT),Microbiology,33712,1.32,2014-2015,,34000,,,288
Massachusetts Institute of Technology (MIT),Physics,33800,1.32,2014-2015,5th,34000,,,200
Massachusetts Institute of Technology (MIT),Math,33000,1.29,2013-2014,6th and up,33000,,,
Massachusetts Institute of Technology (MIT),Biology,34000,1.33,2014-2015,6th and up,34000,,,
Massey University (New Zealand),School of Psychology,25000,,2014-2015,3rd,25000,,,
Max Planck Institute for Human Cognitive & Brain Sciences,,21944,,2017-2018,1st,21944,,,
Maynooth University,Microbiology,18500,,2022-2023,1st,18500,,,
Maynooth University ,biology,19856,,2018-2019,2nd,19856,,,
Mayo Clinic,Biomedical Sciences ,33383,,2020-2021,1st,33383,,,
Mayo Clinic ,Clinical and Translational Science track,33383,,2020-2021,1st,33383,,,
Mayo Clinic Graduate School,Virology and Gene Therapy,32000,,2020-2021,4th,32000,,,
Mayo Clinic Graduate School,,32569,,2018-2019,1st,32569,,,
Mayo Clinic Graduate School of Biomedical Sciences,Immunology,44700,,2024-2025,1st,44700,,,
Mayo Clinic Graduate School of Biomedical Sciences,Neuroscience,33383,,2020-2021,1st,33383,,,
Mayo Medical School,biochemistry and molecular biology,32000,1.41,2020-2021,3rd,32000,,,
Mayo Medical School,Molecular Pharmacology and Experimental Therpuetics,32775,1.45,2018-2019,4th,32775,,,
McGill,AHCS,15500,,2018-2019,,20000,,,4500
McGill,Management,25500,,2017-2018,1st,30000,,,4500
McGill,Neuroscience,16000,,2015-2016,1st,20000,,,4000
McGill,Linguistics,20000,,2014-2015,1st,,20000,,
McGill University,Electrical Engineering,30040,,2023-2024,1st,35000,,,4960
McGill University,Biology,13500,,2021-2022,2nd,18500,,,5000
McGill University,Electrical Engineering ,6000,,2021-2022,1st,,25000,,19000
McGill University,Electrical Engineering ,6000,,2021-2022,1st,,25000,,19000
McGill University,PhD in Electrical Engineering,12000,,2021-2022,2nd,32000,,,20000
McGill University,Integrated Program in Neuroscience (MSc),28300,,2021-2022,2nd,32500,,,4200
mcgill university,science/chemistry,20000,,2016-2017,1st,23000,,,3000
McGill University,Integrated Program in Neuroscience,17000,,2020-2021,5th,20000,,,3000
McGill university,Integrated program in neuroscience (IPN) ,17000,,2021-2022,5th,21000,,,4000
McGill university,Integrated program in neuroscience (IPN) ,17000,,2020-2021,4th,21000,,,4000
McGill university,Integrated program in neuroscience (IPN) ,17000,,2019-2020,3rd,21000,,,4000
McGill university,Integrated program in neuroscience (IPN) ,17000,,2018-2019,2nd,21000,,,4000
McGill university,Integrated program in neuroscience (IPN) ,1900,,2017-2018,1st,2100,,,4000
McGill University,Human Genetics/Kyoto-McGill Genomic Medicine,15000,,2019-2020,1st,15000,,,
McGill University,Geography,13700,,2018-2019,1st,18000,,,4300
McGill University,Integrated Program in Neuroscience,15000,,2019-2020,2nd,20000,,,5000
McGill University,McGill University,19500,,2019-2020,4th,,23000,,3500
McGill University,Linguistics,20000,,2019-2020,1st,20000,,,
McGill University ,McGill ,14500,,2019-2020,1st,17500,,,3000
McGill University ,Music ,14000,,2019-2020,1st,17500,,,3500
McMaster University,Electrical and  Computer Engineering,18142,,2022-2023,,19642,,,1500
McMaster University,Electrical and  Computer Engineering,18142,,2022-2023,,19642,,,1500
McMaster University,Biology PhD,18000,,2020-2021,3rd,25000,,,7000
McMaster University,Neuroscience,27800,,2020-2021,1st,35000,,,7200
McMaster University,Global Health,21000,,2020-2021,1st,21000,,,
McMaster University,Health Research Methods,15000,,2019-2020,,23000,,,8000
McMaster University,Political Science,13193,,2017-2018,4th,19500,,,6307
McMaster University,Neuroscience,17025,,2017-2018,4th,25000,,,7975
McMaster University,Biology,11000,,2016-2017,4th,,30000,,19000
McMaster University,Biology,1200,,2016-2017,5th,,,,1200
mcmaster university,biology,13000,,2016-2017,1st,,30000,,17000
McMaster University,Biochemistry and Biomedical Sciences,24200,,2016-2017,2nd,32000,,,7800
McMaster University ,Communication New Media and Cultural Studies,13500,,2023-2024,1st,13500,,,
MCPHS University  ,Pharmacology ,10250,,2020-2021,3rd,,1250,,11500
Medical College of Wisconsin,,34956,1.63,2024-2025,6th and up,34956,,,
Medical College of Wisconsin,biomed,33000,1.54,2024-2025,1st,33000,,,
Medical College of Wisconsin,Biochemistry,30000,1.4,2023-2024,,33000,,,3000
Medical College of Wisconsin,Cell Biology Neurobiology and Anatomy,33612,1.56,2023-2024,1st,33612,,,
Medical College of Wisconsin,Cell Biology Neurobiology and Anatomy / Neuroscience Doctoral Program,31700,1.48,2022-2023,4th,31700,,,
Medical College of Wisconsin,Biomedical Engineering,32633,1.52,2022-2023,,32633,,,
Medical College of Wisconsin,Microbiology and Immunology,31682,1.47,2021-2022,2nd,31682,,,
Medical College of Wisconsin,Biomedical Engineering,31683,1.48,2021-2022,2nd,31683,,,
Medical College of Wisconsin,Public and Community Health,33600,1.56,2019-2020,2nd,33600,,,
Medical College of Wisconsin,Public and Community Health,2800,0.13,2019-2020,2nd,2800,,,
Medical College of Wisconsin,Microbiology and Immunology,29500,1.37,2018-2019,5th,29500,,,
Medical College of Wisconsin,Biomedical engineering,31000,1.44,2019-2020,1st,31000,,,
Medical College of Wisconsin,Neuroscience Doctoral Program,30010,1.4,2018-2019,3rd,30010,,,
Medical College of Wisconsin,Neuroscience,28702,1.34,2016-2017,1st,28702,,,
Medical University of South Carolina,Neuroscience,29700,1.24,2020-2021,2nd,30000,,,300
Medical University of South Carolina,Biomedical Sciences,30350,1.26,2020-2021,5th,30500,,,150
Medical University of South Carolina,MCBP,28700,1.19,2020-2021,4th,29000,,,300
Medical University of South Carolina,Biomedical Data Science and Informatics ,29000,1.21,2020-2021,1st,29000,,,
Medical University of South Carolina,Biomedical Data Science and Informatics ,29000,1.21,2020-2021,1st,29000,,,
